op_w_process_latency,aceph01_ceph-osd.0.asok.txt,aceph01_ceph-osd.1.asok.txt,aceph01_ceph-osd.2.asok.txt,aceph01_ceph-osd.3.asok.txt,aceph01_ceph-osd.4.asok.txt,aceph01_ceph-osd.5.asok.txt,aceph01_ceph-osd.6.asok.txt,aceph01_ceph-osd.7.asok.txt,aceph01_ceph-osd.8.asok.txt,aceph01_ceph-osd.9.asok.txt,aceph02_ceph-osd.10.asok.txt,aceph02_ceph-osd.11.asok.txt,aceph02_ceph-osd.12.asok.txt,aceph02_ceph-osd.13.asok.txt,aceph02_ceph-osd.14.asok.txt,aceph02_ceph-osd.15.asok.txt,aceph02_ceph-osd.16.asok.txt,aceph02_ceph-osd.17.asok.txt,aceph02_ceph-osd.18.asok.txt,aceph02_ceph-osd.19.asok.txt,aceph03_ceph-osd.20.asok.txt,aceph03_ceph-osd.21.asok.txt,aceph03_ceph-osd.22.asok.txt,aceph03_ceph-osd.23.asok.txt,aceph03_ceph-osd.24.asok.txt,aceph03_ceph-osd.25.asok.txt,aceph03_ceph-osd.26.asok.txt,aceph03_ceph-osd.27.asok.txt,aceph03_ceph-osd.28.asok.txt,aceph03_ceph-osd.29.asok.txt,aceph04_ceph-osd.30.asok.txt,aceph04_ceph-osd.31.asok.txt,aceph04_ceph-osd.32.asok.txt,aceph04_ceph-osd.33.asok.txt,aceph04_ceph-osd.34.asok.txt,aceph04_ceph-osd.35.asok.txt,aceph04_ceph-osd.36.asok.txt,aceph04_ceph-osd.37.asok.txt,aceph04_ceph-osd.38.asok.txt,aceph04_ceph-osd.39.asok.txt
338,0.169,0.418,0.303,0.177,0.007,0.234,0.213,0.547,0,0.303,0.012,0.008,0.763,0.005,0.864,0.57,0,0.505,0.396,0.46,0.057,0.229,0.527,0.143,4.278,0.109,0.067,0.062,0.295,0.046,0.304,0.501,0,0.665,0.295,0.097,0.093,0.006,0.169,0.473
339,0.007,0.082,0.228,0.006,0.007,0.009,0.008,0.008,2.353,0.128,0.472,0.139,0.354,0.142,0.143,0.156,0,0.317,0.227,0.602,0.395,0.271,0.107,0.264,0.049,0.548,0.369,0.007,0.081,0.207,0.125,0.021,0.067,0.288,0.214,0.166,0.145,0.189,0.162,0.223
340,0.257,0.14,0.376,0.442,0.005,0.086,0.005,0.947,0,0.83,0.394,0.136,0.032,0.14,0.237,0.107,4.271,0.051,0.091,0.009,0.137,1.508,0.169,0.262,0.164,1.006,0.198,0.223,0.217,0.203,0.293,0.46,0.015,0.664,0.49,0.27,0.309,0,0.316,0.258
341,0.646,0.008,0.425,0.361,0.581,0.458,0.23,0.312,0.15,0.353,0.322,0.292,0.267,0.273,0.201,0.202,0,0.09,0.274,0.266,0.237,0,0.005,0.793,0.65,0,0.304,0.005,0.008,0.349,0.005,0.131,0.047,2.481,0.32,0.36,0.275,0,0.164,0.486
342,0.411,0.132,0.312,0.173,0,0.022,0.193,0.11,0.114,0.318,0.004,0.005,0.005,0.006,0.006,0.006,0.167,0.005,0.006,0.005,0.339,0,0.223,0.298,1.012,0,0.326,0.362,0.564,1.769,0.004,0.591,0.005,0,0.004,0.463,0.055,0,0.266,0.08
343,0.194,0.005,0.004,0.003,0,0.003,0.257,0.004,0.876,2.727,0.871,0.356,0.172,0.17,0.101,0.164,0.203,1.167,0.181,0.428,0.018,3.22,0.018,0.058,0.031,0.595,0.159,0.063,0.107,2.255,0.237,0.057,0.027,0,0.038,0.382,0.083,1.008,0.099,0.462
344,0.848,0.005,0.238,0.004,0.857,0.006,0.004,0.005,0.004,1.996,0.15,0.137,0.233,1.904,0.351,0.035,0.005,0.936,0.467,0.28,0.501,0,0.004,0.005,0.004,0.135,0.006,0.005,0.004,0.067,0.177,0.169,0.376,0,0.24,0.444,0.289,0.451,0.211,0.236
345,4.779,0.004,0.725,0.43,0.141,0.927,0.004,0.362,0.004,0,0.802,0.102,0.004,0,0.536,0.005,0.787,0,0.62,0.747,2.43,0,0.388,1.078,1.724,1.008,1.806,1.0,1.0,1.282,0.204,0.004,0.588,0,0.004,0.004,0.004,0.527,0.005,0.004
346,2.265,0.214,0.094,0.149,0.288,0.022,0.151,0.223,0.254,0,0.004,1.015,1.879,0,0.386,0.631,0.771,0.536,0.004,0.004,0.656,0,0.246,0.065,1.457,0.224,0.587,0.28,0.008,2.835,0.631,0.453,0.231,3.811,0.337,0.116,0.094,0.651,0.495,0.014
347,0,0,0,0.004,0,0.272,0.003,0,0.003,0,0.03,0.911,1.559,0,0.608,0.011,1.698,1.382,0.391,0.824,0.007,0.218,0.179,0.061,0.007,0.015,0.036,0.198,0.064,0.044,0.137,0.075,0.647,0.074,0.035,0.845,0.206,0.169,2.235,0.05
348,0.609,0.006,0.006,0.006,0.005,0.006,0.006,0.007,0.005,1.452,0.136,0.092,0.194,0,0.539,0.011,0.075,0.492,0.334,0.242,0.004,0.421,0,0.003,0.003,0.003,0.004,0,0.003,0.003,0,0.004,0.004,0.167,0.006,0.33,0.032,0.912,0.178,0.184
349,1.174,0.213,0.43,0.328,0.318,0.024,0.012,0.167,0.078,0.785,0.003,0.003,0,0,0,0,0,0.003,0.185,0.42,1.064,0.403,1.218,0.093,0.702,1.242,0.312,1.268,0.043,1.287,0,0.548,0.803,1.217,0.431,1.468,0.334,0.624,0,0.782
350,0.316,1.985,0.453,0.05,0.058,0.734,0.519,0.34,0.981,0.368,1.277,0.909,0.732,0,0.595,0.005,0.344,0.566,1.557,0.542,0.105,1.061,0.47,0.053,0.132,0.519,0.073,0.881,0.322,0.51,0,0.005,0.639,1.786,0.201,0.752,0.012,0.009,0,0.003
351,0.006,0,0.068,0.152,0.087,0.169,0.006,0.166,0.091,0.043,0.187,0.007,0.202,0,0.453,0.097,0.366,0.373,0,0.006,0.22,0.469,0.702,1.092,0.177,0.545,0.061,1.259,1.043,0.692,0.235,0.05,0.031,1.166,0.015,0.104,0.037,0.019,0.786,0.012
352,0.345,1.718,0.069,0.272,0.362,0.529,0.256,0.188,0.385,0.267,0.046,0.034,0.052,1.374,0.332,0.023,0.052,0.036,0,0.029,0.037,0.016,0.99,0.028,0.053,0.046,0,0.084,0.11,0.019,0.91,0.921,0.778,0.894,1.072,0.034,0.353,0.04,0.395,0.108
353,0.054,0.257,0.046,0.007,0.007,0.248,0,0.032,0.006,0.006,0,0.061,0.006,0.079,0.073,0.006,0.005,0.008,0,0.006,0.233,0.074,0.491,0.111,0.165,0.144,0.659,0.094,0.22,0.354,0.478,0.649,0.725,0.366,0,1.792,0.382,0.119,0.052,0.085
354,1.398,1.131,0.683,0.317,0.671,0.674,0.447,0.775,0.033,0.836,0.342,0.092,0.133,0.862,0.27,0.372,0.543,0.338,0,0.302,0.007,0.176,0,0.098,0.044,0.007,0.227,0.103,0.032,0.182,0.197,0.043,0.369,0.134,0.246,0,0.336,0.196,0.375,0.524
355,0.264,0.812,0,0.183,1.06,0.202,0.292,1.178,0.61,0.354,0.004,0.023,0.068,0.253,0.056,0.114,0.005,0.177,0,0.019,0.2,0.888,0,1.027,0.328,0.964,0.788,1.63,0.535,0.906,0.004,0.008,0.004,0.006,0.003,0,0.005,0.005,0.004,0.156
356,0.405,0.261,0,0.613,0.041,0.296,0.647,0.535,0.272,0.169,0.287,0.495,0.258,0.264,0.368,0.086,0.272,0.434,1.142,0.009,0.026,0.036,0.666,0,0.013,0.021,0.032,0,0.055,0.019,0.633,0.03,1.043,0.475,0.108,0.207,0.102,0.261,0.322,0.969
357,0.156,0.092,2.276,0.351,0.005,0.197,0.251,0.568,0.087,0.208,0.005,0.163,0.41,0.204,0,0,0.192,0.254,0.115,0,0.208,0.393,0.152,3.476,0.216,0.018,0.463,0,0.26,0.209,0.775,0,1.006,0.005,0.004,0.325,0.444,0.005,0.466,0.868
358,0.262,1.017,0,0.603,0.536,0.494,0.861,0.766,0.306,0.007,0.006,1.268,0.109,0.302,0,0,0.558,0.084,0.076,0.361,0.101,0.118,0.743,0.218,0.15,0.138,0.046,4.358,0.148,0.473,0.154,0.347,0.039,0.417,0.346,0.293,0.478,0.248,0.345,0.51
359,0.004,0.005,0,0.167,0.003,0.129,0.096,0,0.003,0.048,0.006,0.459,0.096,0.139,0,2.668,0.606,0.152,1.156,0.021,0.523,0.559,0.708,0.093,0.392,0.456,0.627,0,0.418,0.005,0.264,0.005,0.092,0.058,0.322,0.016,0.129,0.005,0.008,0.244
360,0.007,0.361,0.602,1.478,0.976,1.387,0.007,0,0.989,0.741,0.005,0.034,0.007,0.033,0.281,0.463,0.032,0.04,0.028,0.011,0.003,0.165,0.206,0,0.35,0.003,0.128,0,0.004,0.332,0.564,0.665,0.913,0.796,0.285,0.953,1.012,0.623,0.545,0.434
361,0.513,0.047,0.275,0.138,0.019,1.246,0.052,3.48,0.026,0.126,0.003,0.007,0.005,0.003,0.004,0.004,0.236,0.004,0.004,0.124,0.556,0.343,1.319,0,0.007,0.545,0.286,0,0.008,0.718,0.345,0.55,0,0.004,0.129,0.003,1.425,0.153,0.003,0
362,0.004,0.926,0.621,0.708,0.097,1.262,0.869,0,0.9,0.484,0.491,0.632,1.627,0.237,0.874,1.129,1.178,1.22,1.611,0.504,0,0.02,0.006,1.938,0.007,0.01,0.014,0.047,0.005,0.007,0.472,0.786,0,0.906,0.389,0.08,0,0.326,0.514,0.49
363,1.54,0.277,1.625,1.477,0.003,0.8,2.282,5.435,2.481,1.722,0.795,0.704,0.415,0.437,0.416,1.282,0.46,0.118,1.613,0.348,0,0.004,0.387,0.114,0,0.326,0.879,0.299,0,0.317,0.24,0.051,0,0.47,0.216,0.393,0,0.385,0.234,0.044
364,3.759,3.906,3.876,3.151,4.115,2.514,2.96,0.135,3.471,3.239,0.006,0.704,0,0.003,1.236,0.655,1.095,0.067,0.078,0.09,0,0.791,0.371,0.003,4.358,0.003,0.003,1.485,0.808,0,0.004,0.106,0,0.105,0.018,0.004,2.973,0.005,0.228,0.004
365,0,0,0,3.171,0,0,3.643,1.083,0,2.821,1.38,1.726,2.475,2.067,0,1.984,2.171,0.662,1.048,0.003,1.487,4.153,4.231,0,1.0,3.827,3.64,3.04,2.619,5.44,1.083,2.479,0,0.509,1.454,0,0.102,0.82,0.003,0.003
366,0,0,0,0,4.988,0,0,2.125,0,0,3.215,3.073,0,2.356,3.961,3.52,3.911,3.236,3.453,3.902,0,0,0,3.717,1.046,0,2.73,2.726,1.73,0,0,2.862,0.39,2.889,3.17,3.326,0.973,3.195,2.893,3.084
367,0,0,0,0,0,0,0,0,0,0,0,0,0.143,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0.761,3.722,0,0,2.019,3.808,0,0
368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.879,0,0,0,0,0,0,0,0,0,0,0,0,1.81,4.96,0,0,3.053,0,0,0
369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
