start_time,Messenger_pipe read message,Messenger_message_destructed
84109,0.004,0.115
117236,0.004,0.136
122646,0.006,0.108
128097,0.004,0.103
187374,0.003,0.077
192683,0.004,0.072
198000,0.005,0.139
202418,0.005,0.123
